Ontology,FileSize
ore_ont_9046.owl,14271249
ore_ont_9053.owl,1010600
ore_ont_9054.owl,149229
ore_ont_9088.owl,83993
ore_ont_9096.owl,335239
ore_ont_9119.owl,7083819
ore_ont_9122.owl,325709
ore_ont_9151.owl,4249405
ore_ont_9154.owl,140057
ore_ont_9186.owl,1294652
ore_ont_9204.owl,78850
ore_ont_9240.owl,192569
ore_ont_9248.owl,710155
ore_ont_9249.owl,1080533
ore_ont_9251.owl,335042
ore_ont_9257.owl,1544054
ore_ont_928.owl,961450
ore_ont_9299.owl,2210739
ore_ont_9303.owl,2319441
ore_ont_9318.owl,7374104
ore_ont_934.owl,150512
ore_ont_9347.owl,8579986
ore_ont_935.owl,3554996
ore_ont_9382.owl,1244572
ore_ont_9386.owl,1853304
ore_ont_9400.owl,38172878
ore_ont_9402.owl,413395
ore_ont_9413.owl,34420482
ore_ont_9422.owl,32288
ore_ont_9429.owl,1382637
ore_ont_9435.owl,696249
ore_ont_9462.owl,43895
ore_ont_947.owl,2291804
ore_ont_9498.owl,85665240
ore_ont_9499.owl,40520780
ore_ont_950.owl,1922962
ore_ont_9509.owl,14285
ore_ont_9513.owl,4018162
ore_ont_9534.owl,1319754
ore_ont_954.owl,25597210
ore_ont_9540.owl,728884
ore_ont_9545.owl,7709866
ore_ont_955.owl,22152027
ore_ont_9557.owl,71866
ore_ont_9558.owl,1244733
ore_ont_9567.owl,13895306
ore_ont_9577.owl,4395211
ore_ont_9590.owl,2889997
ore_ont_9596.owl,1970846
ore_ont_9598.owl,493034
ore_ont_960.owl,1244881
ore_ont_9600.owl,27728
ore_ont_9612.owl,1990549
ore_ont_9617.owl,452944
ore_ont_9635.owl,31711
ore_ont_964.owl,3515950
ore_ont_9646.owl,834238
ore_ont_9654.owl,103230039
ore_ont_9662.owl,444508
ore_ont_9663.owl,21672555
ore_ont_9666.owl,49937
ore_ont_9668.owl,1247583
ore_ont_9673.owl,752047
ore_ont_9674.owl,178069608
ore_ont_9684.owl,6466330
ore_ont_9689.owl,74967
ore_ont_9690.owl,110277
ore_ont_9694.owl,5858935
ore_ont_9695.owl,93276
ore_ont_9709.owl,26237
ore_ont_9724.owl,10532295
ore_ont_9736.owl,47000
ore_ont_9739.owl,4799298
ore_ont_9758.owl,1244873
ore_ont_9761.owl,1832115
ore_ont_9767.owl,31843260
ore_ont_9768.owl,39550286
ore_ont_9772.owl,973811
ore_ont_9783.owl,118671
ore_ont_9786.owl,379212
ore_ont_9790.owl,1058610
ore_ont_9791.owl,25110092
ore_ont_9792.owl,3544247
ore_ont_9794.owl,126975071
ore_ont_980.owl,1328334
ore_ont_9800.owl,1495083
ore_ont_9805.owl,10439
ore_ont_9809.owl,49751325
ore_ont_9816.owl,10315814
ore_ont_9835.owl,18885107
ore_ont_9854.owl,18992
ore_ont_9855.owl,3954077
ore_ont_9857.owl,264635
ore_ont_9864.owl,181999
ore_ont_9867.owl,24321
ore_ont_9881.owl,1796906
ore_ont_9884.owl,2989891
ore_ont_9886.owl,23686749
ore_ont_9890.owl,270008
ore_ont_9894.owl,12066502
ore_ont_9896.owl,1330921
ore_ont_9899.owl,2957106
ore_ont_990.owl,1309080
ore_ont_9904.owl,57923
ore_ont_9928.owl,58125
ore_ont_9941.owl,45083
ore_ont_9943.owl,620514
ore_ont_9944.owl,3172890
ore_ont_9947.owl,615801
ore_ont_9957.owl,276517
ore_ont_9958.owl,55675105
ore_ont_9972.owl,1294268
ore_ont_9994.owl,34339
ore_ont_9998.owl,508537
