Statistics,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,
ore_ont_4388.owl,563,0,1195,632,631,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7995.owl,459,0,965,504,504,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9012.owl,295,0,714,385,385,0,0,0,34,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3060.owl,62,16,684,548,371,110,67,5,70,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3843.owl,92,18,694,510,410,25,75,10,83,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14924.owl,143,189,922,773,486,278,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12061.owl,213,0,445,232,232,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_7668.owl,74,161,689,603,179,416,8,1,12,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15217.owl,219,0,455,236,236,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_5164.owl,177,58,964,586,352,58,176,0,201,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_11978.owl,67,118,727,579,226,299,54,0,81,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_1172.owl,67,118,727,579,226,299,54,0,81,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8502.owl,142,392,955,810,417,392,1,0,3,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3708.owl,56,16,669,541,365,110,66,5,68,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11504.owl,406,0,807,401,401,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_9783.owl,178,15,789,555,409,93,53,0,57,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5033.owl,62,16,684,548,371,110,67,5,70,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11416.owl,65,193,863,602,381,184,37,133,63,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1853.owl,57,16,693,556,377,110,69,7,74,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14388.owl,216,138,1302,896,256,297,343,0,191,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_8327.owl,694,0,1408,713,712,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_16054.owl,274,0,1368,1093,347,746,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_394.owl,235,16,888,587,479,33,75,0,67,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13035.owl,222,146,1296,885,311,297,277,0,191,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_12382.owl,457,0,1262,798,791,0,7,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2526.owl,65,16,693,554,374,110,67,5,70,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12721.owl,61,172,766,631,182,388,61,0,74,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5205.owl,374,373,1117,742,369,373,0,1,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_3411.owl,128,244,844,708,197,507,4,3,6,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3966.owl,590,0,1390,800,617,182,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1869.owl,381,373,1126,745,372,373,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_637.owl,464,0,1275,800,794,0,6,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2182.owl,75,161,741,654,209,437,8,1,12,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12342.owl,355,22,1089,682,565,58,59,4,49,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6615.owl,66,16,711,567,383,110,73,5,74,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11792.owl,601,0,1350,734,731,0,3,0,15,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2713.owl,323,0,733,318,318,0,0,0,92,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2608.owl,453,212,1331,877,665,212,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7418.owl,183,46,971,580,364,34,182,0,208,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_16481.owl,77,161,747,657,211,437,9,1,13,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16847.owl,283,0,1134,813,774,0,39,0,39,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14883.owl,125,23,742,562,393,114,55,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1325.owl,424,27,823,400,373,27,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4875.owl,464,0,1251,785,506,279,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8460.owl,128,23,752,567,401,110,56,0,58,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2456.owl,464,0,1251,785,506,279,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2744.owl,289,29,1052,689,548,134,7,30,45,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1784.owl,194,23,859,607,452,101,54,0,59,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6067.owl,629,0,1480,851,656,194,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4315.owl,162,98,995,646,322,163,161,0,187,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_7339.owl,79,57,775,526,450,76,0,58,113,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10109.owl,183,16,813,505,381,37,87,39,87,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11889.owl,581,18,1218,627,591,36,0,0,11,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10314.owl,98,478,1045,767,289,478,0,0,180,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_13897.owl,577,0,985,378,363,0,15,0,30,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_630.owl,454,0,1392,937,607,330,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14936.owl,281,0,1124,803,764,0,39,0,40,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9024.owl,280,0,1124,806,767,0,39,0,39,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11064.owl,225,0,937,701,693,0,8,2,9,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1537.owl,643,194,1522,879,685,194,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_12141.owl,280,0,1132,814,775,0,39,0,39,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9154.owl,574,0,1229,654,654,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4516.owl,510,217,1445,934,717,217,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10460.owl,601,0,1419,802,796,0,6,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13887.owl,599,18,1254,645,609,36,0,0,11,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5057.owl,554,0,1333,778,777,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2017.owl,552,0,1327,774,773,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2672.owl,813,0,1692,876,876,0,0,0,3,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15652.owl,62,197,824,714,492,221,1,37,11,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7342.owl,88,88,839,749,101,647,1,1,3,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14901.owl,838,0,1780,941,940,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14381.owl,838,0,1781,941,940,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_6542.owl,838,0,1786,946,945,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3259.owl,180,119,1141,757,358,220,179,0,204,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_6258.owl,215,23,956,678,517,101,60,0,64,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2556.owl,181,92,1088,703,360,163,180,0,204,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_2860.owl,113,72,912,702,432,258,12,22,76,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5014.owl,20,83,1026,917,255,643,19,78,12,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5216.owl,718,1,1791,1072,725,346,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6272.owl,77,161,747,657,211,437,9,1,13,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1705.owl,39,297,952,908,116,792,0,0,6,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9054.owl,281,0,758,433,403,0,30,19,28,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13762.owl,12,115,610,521,84,382,55,0,79,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2063.owl,710,0,1632,922,922,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_934.owl,109,147,1099,909,490,376,43,25,57,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_586.owl,20,139,765,692,192,500,0,34,20,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13581.owl,87,0,1306,960,695,0,265,0,260,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6720.owl,313,979,1635,1322,323,999,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_10162.owl,584,0,1592,1007,1007,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_16708.owl,283,1,769,440,409,1,30,20,29,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3685.owl,285,0,772,443,413,0,30,19,28,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1834.owl,83,0,1324,979,679,0,300,7,256,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5774.owl,99,206,835,725,137,585,3,2,10,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10320.owl,323,103,1195,803,457,315,31,22,48,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6983.owl,323,103,1196,804,458,315,31,22,48,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6696.owl,881,8,1332,450,442,8,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3892.owl,170,89,1165,885,563,287,35,37,74,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1461.owl,176,23,1101,782,759,23,0,62,83,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13657.owl,751,0,1685,910,883,0,27,0,24,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11016.owl,68,109,757,650,227,415,8,10,31,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5359.owl,360,18,1255,884,855,20,9,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8141.owl,360,18,1255,884,855,20,9,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15682.owl,178,138,896,677,347,321,9,7,12,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8021.owl,606,0,1454,847,846,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11577.owl,268,197,1468,1111,914,197,0,0,89,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_14321.owl,180,3,1538,1023,811,10,202,127,209,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14272.owl,762,0,1745,932,885,0,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8948.owl,342,103,1284,851,480,315,56,22,70,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16191.owl,362,103,1282,847,501,315,31,22,52,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1728.owl,819,0,1862,1042,1042,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13383.owl,369,103,1305,864,518,315,31,22,51,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16115.owl,677,157,1507,830,673,157,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_5564.owl,371,103,1313,870,524,315,31,22,51,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8355.owl,68,189,1015,864,234,562,68,0,83,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11554.owl,96,0,1183,902,606,0,296,0,186,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11694.owl,203,282,1233,987,205,756,26,0,45,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_155.owl,379,82,1243,738,580,121,37,0,128,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2901.owl,700,2,1686,969,959,2,8,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6024.owl,82,0,696,354,354,0,0,7,253,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_3726.owl,179,222,1139,925,206,704,11,16,21,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7278.owl,179,222,1139,925,206,704,11,16,21,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3349.owl,747,0,1732,970,964,0,6,0,17,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4898.owl,750,0,1280,501,501,0,0,0,29,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2488.owl,434,159,1402,899,534,315,50,0,71,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_1756.owl,606,0,1450,843,843,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4032.owl,401,103,1387,911,565,315,31,22,54,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3566.owl,170,185,913,722,169,523,30,1,20,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6999.owl,86,158,1172,921,763,158,0,74,92,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1958.owl,652,179,1692,1022,818,189,15,1,19,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6967.owl,289,1,857,521,490,1,30,21,29,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4671.owl,600,0,1445,843,842,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10230.owl,24,162,907,819,233,586,0,38,27,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15753.owl,55,41,543,430,195,140,0,40,19,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10908.owl,693,18,1886,1110,980,20,110,0,84,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13898.owl,434,103,1440,934,588,315,31,22,51,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6857.owl,422,103,1456,944,587,315,42,27,64,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9864.owl,805,42,1949,1093,962,84,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2720.owl,901,0,1950,1049,1049,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_12932.owl,270,1224,1745,1475,251,1224,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_12831.owl,809,0,1835,1027,1027,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2195.owl,19,0,1567,1118,1118,0,0,88,342,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_15933.owl,814,0,1391,545,545,0,0,0,32,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4983.owl,485,159,1518,961,595,315,51,0,74,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7220.owl,1000,0,2176,1175,1175,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13954.owl,138,206,975,821,384,429,8,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3352.owl,1292,0,2587,1295,1295,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_3010.owl,138,206,1031,877,386,482,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8631.owl,880,18,2091,1145,1048,20,77,0,67,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1931.owl,124,78,1048,828,534,281,13,22,75,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16821.owl,458,0,1526,1033,1010,0,23,0,36,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_4827.owl,866,0,2046,1125,1074,0,51,6,50,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9240.owl,904,0,1958,1023,1001,0,22,16,17,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15413.owl,463,103,1589,1017,642,315,60,27,83,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4074.owl,369,0,1137,766,766,0,0,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3301.owl,424,124,1557,1036,601,378,57,22,76,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5220.owl,504,0,2448,1944,516,1428,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL
ore_ont_5324.owl,504,0,2448,1944,516,1428,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL
ore_ont_6278.owl,451,103,1587,1016,629,315,72,27,94,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4354.owl,452,103,1591,1019,632,315,72,27,94,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15575.owl,480,103,1598,1026,669,315,42,27,66,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2453.owl,130,414,983,801,291,510,0,0,54,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10807.owl,820,66,2103,1232,1012,173,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12987.owl,828,0,2076,1247,1246,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_766.owl,735,18,1524,780,744,36,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15516.owl,85,171,970,857,110,733,12,6,24,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7828.owl,832,96,2129,1246,1018,181,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14981.owl,47,651,1509,1436,107,1315,14,6,20,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5834.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_850.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2826.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10702.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3156.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8042.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14334.owl,139,206,1045,889,386,494,9,1,17,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16312.owl,1192,0,2540,1343,1339,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8429.owl,852,67,2140,1237,1054,136,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1406.owl,1192,0,2540,1343,1339,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4469.owl,131,89,1256,960,736,107,117,26,140,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12084.owl,484,103,1659,1084,727,315,42,27,65,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6298.owl,121,0,1751,1263,862,0,401,8,360,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2338.owl,385,0,1255,866,866,0,0,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_16425.owl,368,245,1304,936,361,575,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL
ore_ont_8280.owl,85,171,978,864,111,733,12,6,26,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4400.owl,575,602,1909,1334,732,602,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_5539.owl,85,171,981,865,114,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15397.owl,607,0,2001,1392,1392,0,0,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2669.owl,90,171,995,875,122,733,12,6,27,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15685.owl,760,18,1574,805,769,36,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_12433.owl,280,0,1135,815,776,0,39,0,40,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10906.owl,86,171,988,869,113,733,12,6,30,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1397.owl,137,206,1037,885,383,494,8,1,15,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8786.owl,137,206,1039,886,383,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3978.owl,962,0,1672,678,663,3,12,0,32,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15985.owl,1188,0,2563,1374,1374,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_237.owl,87,171,987,869,115,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10133.owl,634,0,1586,951,951,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11009.owl,889,0,1524,602,602,0,0,0,33,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11719.owl,1070,0,2372,1296,1296,0,0,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_457.owl,889,0,1525,603,603,0,0,0,33,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10776.owl,583,0,2370,1786,802,983,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4261.owl,1070,0,2372,1296,1296,0,0,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_12764.owl,809,0,2085,1274,1274,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5206.owl,85,171,989,871,112,733,12,6,30,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8396.owl,1025,0,1631,581,581,0,0,0,25,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15407.owl,891,0,2109,1209,1209,0,0,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13880.owl,88,171,1001,882,129,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16371.owl,805,83,2307,1440,983,392,65,6,57,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8250.owl,272,62,1643,1198,1090,76,30,102,74,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10283.owl,1470,0,2929,1459,1459,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_3910.owl,483,214,1631,1126,773,337,16,0,24,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8187.owl,1314,0,2808,1490,1488,0,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_1478.owl,121,12,1547,1187,753,51,383,1,239,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16157.owl,1134,0,2458,1313,1310,0,3,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2011.owl,1390,0,2856,1466,1466,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_10419.owl,1396,0,2866,1470,1470,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_8030.owl,635,103,1989,1228,844,315,69,27,100,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12955.owl,146,408,1719,1311,370,869,72,79,182,0,OWL2_DL,OWL2_DL
